Symbol  ,Date,Expiry,Option type  ,Strike Price,Open  ,High  ,Low  ,Close  ,LTP,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value
NIFTY,23-Aug-23,28-Dec-23,CE,18000,1870.7,1925.45,1840,1908.65,1905.1,1908.65,179,1780.43,169.43,907625,400,19444
NIFTY,24-Aug-23,28-Dec-23,CE,18000,1999.05,2042.2,1865.4,1889.85,1891.8,1889.85,475,4739.16,464.16,915475,7850,19386.7
NIFTY,25-Aug-23,28-Dec-23,CE,18000,1803.05,1831.75,1729.4,1756.9,1735,1756.9,880,8707.87,787.87,920875,5400,19265.8
NIFTY,28-Aug-23,28-Dec-23,CE,18000,1784,1837.1,1750,1805.5,1795.2,1805.5,389,3852.78,351.78,927575,6700,19306.05
NIFTY,29-Aug-23,28-Dec-23,CE,18000,1850,1850,1798.25,1816.8,1820.4,1816.8,676,6699.6,615.6,935775,8200,19342.65
NIFTY,30-Aug-23,28-Dec-23,CE,18000,1872.25,1903.8,1821.5,1832.55,1829.15,1832.55,428,4253.66,401.66,938125,2350,19347.45
NIFTY,31-Aug-23,28-Dec-23,CE,18000,1843.6,1867.75,1775,1802.45,1824.05,1802.45,1137,11255.18,1022.18,918475,-19650,19253.8
NIFTY,01-Sep-23,28-Dec-23,CE,18000,1780.2,1880,1775.9,1869.95,1880,1869.95,294,2914.46,268.46,917675,-800,19435.3
NIFTY,04-Sep-23,28-Dec-23,CE,18000,1920,1971.55,1871.45,1958.9,1955.3,1958.9,360,3587.08,347.08,928175,10500,19528.8
NIFTY,05-Sep-23,28-Dec-23,CE,18000,1958.9,2013.65,1958.9,2006.45,2008,2006.45,415,4148.15,413.15,935725,7550,19574.9
NIFTY,06-Sep-23,28-Dec-23,CE,18000,1988.6,2024.65,1930.05,2005.8,2011,2005.8,533,5323.2,526.2,938775,3050,19611.05
NIFTY,07-Sep-23,28-Dec-23,CE,18000,1985.55,2125,1945.9,2109.15,2116.55,2109.15,768,7682.44,770.44,939675,900,19727.05
NIFTY,08-Sep-23,28-Dec-23,CE,18000,2128.4,2250.55,2125.25,2211.75,2208,2211.75,309,3119.12,338.12,935175,-4500,19819.95
NIFTY,11-Sep-23,28-Dec-23,CE,18000,2290,2390,2278,2380.3,2378.25,2380.3,405,4121.9,476.9,932075,-3100,19996.35
NIFTY,12-Sep-23,28-Dec-23,CE,18000,2440.55,2457.5,2329.05,2397.25,2390,2397.25,607,6189.56,726.56,931025,-1050,19993.2
NIFTY,13-Sep-23,28-Dec-23,CE,18000,2382.75,2490,2375,2469.25,2468,2469.25,234,2392.82,286.82,928175,-2850,20070
NIFTY,14-Sep-23,28-Dec-23,CE,18000,2510,2546.35,2452.75,2514.6,2522,2514.6,242,2480.55,302.55,927725,-450,20103.1
NIFTY,15-Sep-23,28-Dec-23,CE,18000,2547.35,2599.9,2535.8,2585.25,2561.45,2585.25,291,2993.63,374.63,924575,-3150,20192.35
NIFTY,18-Sep-23,28-Dec-23,CE,18000,2699.45,2699.45,2512.1,2521,2520,2521,244,2505.94,309.94,921875,-2700,20133.3
NIFTY,20-Sep-23,28-Dec-23,CE,18000,2510,2510,2310,2319.35,2326.25,2319.35,338,3441.29,399.29,920675,-1200,19901.4
NIFTY,21-Sep-23,28-Dec-23,CE,18000,2235.95,2235.95,2112.35,2146.4,2144.55,2146.4,459,4625.4,494.4,916275,-4400,19742.35
NIFTY,22-Sep-23,28-Dec-23,CE,18000,2172.4,2175,2059.5,2070.75,2075,2070.75,347,3488.41,365.41,914075,-2200,19674.25
NIFTY,25-Sep-23,28-Dec-23,CE,18000,2050,2110.8,1998.25,2053.6,2059.95,2053.6,194,1944.77,198.77,913425,-650,19674.55
NIFTY,26-Sep-23,28-Dec-23,CE,18000,2050,2070,2005.05,2042.05,2029.8,2042.05,1612,16153.18,1645.18,941875,28450,19664.7
NIFTY,27-Sep-23,28-Dec-23,CE,18000,2028.1,2097.7,1910.75,2067.4,2073.6,2067.4,2400,24021.99,2421.99,973875,32000,19716.45
NIFTY,28-Sep-23,28-Dec-23,CE,18000,2080,2083.95,1878,1894.2,1906.35,1894.2,883,8816.59,869.59,978425,4550,19523.55
NIFTY,29-Sep-23,28-Dec-23,CE,18000,1924.95,2017,1890.15,1937.4,1940,1937.4,477,4759.31,466.31,976925,-1500,19638.3
NIFTY,03-Oct-23,28-Dec-23,CE,18000,1883.25,1883.25,1803,1821.85,1820,1821.85,304,3014.32,278.32,978575,1650,19528.75
NIFTY,04-Oct-23,28-Dec-23,CE,18000,1720,1743,1645.7,1733.85,1737.9,1733.85,945,9314.03,809.03,978875,300,19436.1
NIFTY,05-Oct-23,28-Dec-23,CE,18000,1810.45,1854.15,1777,1814.65,1811.35,1814.65,708,7016.22,644.22,993925,15050,19545.75
NIFTY,06-Oct-23,28-Dec-23,CE,18000,1849.6,1930,1849.6,1905.05,1910,1905.05,1285,12780.96,1215.96,1026575,32650,19653.5
NIFTY,09-Oct-23,28-Dec-23,CE,18000,1785.2,1860.7,1761.7,1797.45,1777.4,1797.45,1913,18946.08,1729.08,1084225,57650,19512.35
NIFTY,10-Oct-23,28-Dec-23,CE,18000,1874.2,1998.3,1860,1985.45,1990.5,1985.45,3309,32989.74,3208.74,1204425,120200,19689.85
NIFTY,11-Oct-23,28-Dec-23,CE,18000,2050,2114.15,2039.05,2098.3,2097.95,2098.3,4422,44435.78,4637.78,1377675,173250,19811.35
NIFTY,12-Oct-23,28-Dec-23,CE,18000,2103.85,2109,2049.65,2085.4,2077.95,2085.4,1728,17357.61,1805.61,1430475,52800,19794
NIFTY,13-Oct-23,28-Dec-23,CE,18000,1980,2049.85,1941.75,1986.85,1969.2,1986.85,234,2339.64,233.64,1429975,-500,19751.05
NIFTY,16-Oct-23,28-Dec-23,CE,18000,1961.75,2030.45,1945,1989.9,1989,1989.9,307,3070.59,307.59,1438775,8800,19731.75
NIFTY,17-Oct-23,28-Dec-23,CE,18000,2052.7,2089.7,2024.3,2046.8,2043.65,2046.8,614,6160.23,634.23,1455575,16800,19811.5
NIFTY,18-Oct-23,28-Dec-23,CE,18000,2023.2,2087.4,1921.25,1939.15,1921.25,1939.15,1117,11180.01,1127.01,1474025,18450,19671.1
NIFTY,19-Oct-23,28-Dec-23,CE,18000,1856.3,1917.65,1803.9,1868.8,1880.25,1868.8,505,5012.23,467.23,1473975,-50,19624.7
NIFTY,20-Oct-23,28-Dec-23,CE,18000,1803.05,1830,1766.8,1773.6,1770,1773.6,254,2513.15,227.15,1474175,200,19542.65
NIFTY,23-Oct-23,28-Dec-23,CE,18000,1780,1795.85,1520,1536.35,1523.9,1536.35,1087,10697.06,914.06,1498125,23950,19281.75
NIFTY,25-Oct-23,28-Dec-23,CE,18000,1585.05,1590.1,1343,1380.35,1377,1380.35,1328,12906.67,954.67,1498975,850,19122.15
NIFTY,26-Oct-23,28-Dec-23,CE,18000,1340,1340,1150,1171.05,1153.65,1171.05,3753,36015.03,2238.03,1505875,6900,18857.25
NIFTY,27-Oct-23,28-Dec-23,CE,18000,1219.95,1314.75,1199.95,1291.55,1300,1291.55,1611,15521.15,1022.15,1527475,21600,19047.25
NIFTY,30-Oct-23,28-Dec-23,CE,18000,1235,1386.7,1193.25,1377.75,1384,1377.75,5159,49893.02,3462.02,1745825,218350,19140.9
NIFTY,31-Oct-23,28-Dec-23,CE,18000,1402.35,1402.35,1290,1321,1324.95,1321,1196,11560.79,796.79,1774525,28700,19079.6
NIFTY,01-Nov-23,28-Dec-23,CE,18000,1280.7,1329.75,1222.5,1230.75,1227,1230.75,2102,20252.73,1334.73,1793125,18600,18989.15
NIFTY,02-Nov-23,28-Dec-23,CE,18000,1360,1400.2,1301.65,1386.75,1397.5,1386.75,2541,24588.01,1719.01,1876225,83100,19133.25
NIFTY,03-Nov-23,28-Dec-23,CE,18000,1466.55,1495,1426.6,1443.3,1436.7,1443.3,792,7711,583,1895875,19650,19230.6
NIFTY,06-Nov-23,28-Dec-23,CE,18000,1539.95,1617.1,1530,1614.55,1613,1614.55,859,8409.21,678.21,1924475,28600,19411.75
NIFTY,07-Nov-23,28-Dec-23,CE,18000,1579.6,1615.95,1550.4,1603.8,1601.85,1603.8,458,4487.89,365.89,1933725,9250,19406.7
NIFTY,08-Nov-23,28-Dec-23,CE,18000,1620.55,1641.55,1600,1617.5,1608.2,1617.5,388,3808.22,316.22,1933425,-300,19443.5
NIFTY,09-Nov-23,28-Dec-23,CE,18000,1610,1645.25,1598,1607.9,1598,1607.9,328,3218.18,266.18,1934275,850,19395.3
NIFTY,10-Nov-23,28-Dec-23,CE,18000,1513.45,1613.95,1509.3,1592.15,1612.9,1592.15,248,2425.71,193.71,1931825,-2450,19425.35
NIFTY,12-Nov-23,28-Dec-23,CE,18000,1400,1666.25,1400,1658.1,1655,1658.1,165,1621.81,136.81,1936825,5000,19525.55
NIFTY,13-Nov-23,28-Dec-23,CE,18000,1625,1651.75,1589.7,1615.7,1601.7,1615.7,1207,11840.38,977.38,1968825,32000,19443.55
NIFTY,15-Nov-23,28-Dec-23,CE,18000,1769.95,1878,1769.95,1840.4,1844,1840.4,1201,11898.93,1089.93,2002925,34100,19675.45
NIFTY,16-Nov-23,28-Dec-23,CE,18000,1816,2044.75,1815.6,1939.05,1942.25,1939.05,1155,11525.04,1130.04,2034025,31100,19765.2
NIFTY,17-Nov-23,28-Dec-23,CE,18000,1905,1968,1900,1923.6,1909.7,1923.6,480,4784.07,464.07,2035725,1700,19731.8
NIFTY,20-Nov-23,28-Dec-23,CE,18000,1899.95,1917,1845.55,1866.1,1867.3,1866.1,349,3469.25,328.25,2036275,550,19694
NIFTY,21-Nov-23,28-Dec-23,CE,18000,1921.45,2007.75,1920.55,1953.35,1957,1953.35,553,5518.55,541.55,2045375,9100,19783.4
NIFTY,22-Nov-23,28-Dec-23,CE,18000,1963,2006.85,1872.5,1999.55,2000.65,1999.55,505,5038.38,493.38,2053125,7750,19811.85
NIFTY,23-Nov-23,28-Dec-23,CE,18000,1996.2,2026.25,1955.35,1982.2,1991.95,1982.2,981,9799.81,970.81,2047275,-5850,19802
NIFTY,24-Nov-23,28-Dec-23,CE,18000,1982,1982,1926.5,1936.95,1936.85,1936.95,1310,13064.07,1274.07,2042875,-4400,19794.7
NIFTY,28-Nov-23,28-Dec-23,CE,18000,1965,2077,1940.3,2047.3,2077,2047.3,2305,23023.79,2278.79,2055975,13100,19889.7
NIFTY,29-Nov-23,28-Dec-23,CE,18000,2100.05,2256.1,2100.05,2241.5,2256.1,2241.5,4167,42062.31,4559.31,2126925,70950,20096.6
NIFTY,30-Nov-23,28-Dec-23,CE,18000,2241.45,2280,2148,2254.7,2253.4,2254.7,4402,44482.98,4864.98,2197825,70900,20133.15
NIFTY,01-Dec-23,28-Dec-23,CE,18000,2320,2400,2319.95,2368.8,2342.85,2368.8,1008,10264.52,1192.52,2193575,-4250,20267.9
NIFTY,04-Dec-23,28-Dec-23,CE,18000,2600,2818.65,2600,2787.45,2790,2787.45,1695,17562.34,2307.34,2190025,-3550,20686.8
NIFTY,05-Dec-23,28-Dec-23,CE,18000,2819.8,2955,2801,2940.1,2955,2940.1,1242,12970.31,1792.31,2178225,-11800,20855.1
NIFTY,06-Dec-23,28-Dec-23,CE,18000,3013.65,3040,2950,3032.05,3034,3032.05,1087,11419.23,1636.23,2151975,-26250,20937.7
NIFTY,07-Dec-23,28-Dec-23,CE,18000,3000,3037,2953,3021.75,3027.95,3021.75,544,5711.59,815.59,2143875,-8100,20901.15
NIFTY,08-Dec-23,28-Dec-23,CE,18000,3049.35,3103.55,2940.15,3066.8,3081.6,3066.8,465,4888.93,703.93,2131875,-12000,20969.4
NIFTY,11-Dec-23,28-Dec-23,CE,18000,3066.8,3110,3035.8,3082.55,3070,3082.55,831,8751.92,1272.92,2108325,-23550,20997.1
NIFTY,12-Dec-23,28-Dec-23,CE,18000,3098.45,3123.85,2991.65,3015.3,3003,3015.3,558,5879.32,857.32,2099275,-9050,20906.4
NIFTY,13-Dec-23,28-Dec-23,CE,18000,3005,3044.3,2900,3030.6,3040.65,3030.6,1831,19211.67,2732.67,2090325,-8950,20926.35
NIFTY,14-Dec-23,28-Dec-23,CE,18000,3198.05,3352.8,3195,3321.35,3351.7,3321.35,546,5808.25,894.25,2085075,-5250,21182.7
NIFTY,15-Dec-23,28-Dec-23,CE,18000,3450,3582.15,3355,3555.95,3563.8,3555.95,735,7872.44,1257.44,2080325,-4750,21456.65
NIFTY,18-Dec-23,28-Dec-23,CE,18000,3503.8,3539.75,3458.75,3476.25,3458.75,3476.25,513,5515.56,898.56,2081175,850,21418.65
NIFTY,19-Dec-23,28-Dec-23,CE,18000,3500.05,3595.55,3405.05,3536.9,3518.7,3536.9,523,5628.43,921.43,2081425,250,21453.1
NIFTY,20-Dec-23,28-Dec-23,CE,18000,3620.95,3681,3175,3215,3178.8,3215,721,7736.2,1247.2,2074625,-6800,21150.15
NIFTY,21-Dec-23,28-Dec-23,CE,18000,3088.15,3382.45,3078,3351.5,3382.45,3351.5,880,9319.95,1399.95,2076075,1450,21255.05
NIFTY,22-Dec-23,28-Dec-23,CE,18000,3325.55,3476.55,3290.65,3408,3394,3408,631,6755.77,1076.77,2078375,2300,21349.4
NIFTY,26-Dec-23,28-Dec-23,CE,18000,3375.05,3534.65,3374.75,3469.35,3497.15,3469.35,9169,98243.03,15722.03,2025975,-52400,21441.35
NIFTY,27-Dec-23,28-Dec-23,CE,18000,3550.05,3713.35,3525.9,3691.1,3694.65,3691.1,3738,40350.31,6708.31,2001425,-24550,21654.75
